,Adresse,Købesum,Salgsdato,Salgstype,href,hrefbbr,geo_code,geo_location_raw,boligtype,køkkenforhold,anvendelse,badeforhold,enhedsareal,antal_badeværelser,beboelsesareal,toiletforhold,værelser,antal_toiletter,energikode
12, Vestbirk Alle 48 2770 Kastrup ,4250000.0,2022-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/124878/03A6B6B3-081E-4591-8A0F-0A637FD0984A,https://www.boliga.dk//bbrinfo/03a6b6b3-081e-4591-8a0f-0a637fd0984a,"(55.62036988, 12.61014856)","Vestbirk Alle 48, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).",Badeværelse i enheden,95, 1,95,Vandskyllende toilet i enheden,4, 1,-
14, Langesøvej 8 2770 Kastrup ,4600000.0,2022-02-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/73289/6094F6B8-A3EB-4571-8573-D60AF16772BA,https://www.boliga.dk//bbrinfo/6094f6b8-a3eb-4571-8573-d60af16772ba,"(55.63646627, 12.59891544)","Langesøvej 8, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,112, 1,112,Vandskyllende toilet i enheden,4, 1,-
15," Højgården 6, st. 107 2770 Kastrup ",2950000.0,2022-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139948/2B7FF721-BF8F-46A3-B764-87F076EAB1D9,https://www.boliga.dk//bbrinfo/2b7ff721-bf8f-46a3-b764-87f076eab1d9,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
16," Højgården 6, st. 107 2770 Kastrup ",2295000.0,2020-08-03, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/139948/2B7FF721-BF8F-46A3-B764-87F076EAB1D9,https://www.boliga.dk//bbrinfo/2b7ff721-bf8f-46a3-b764-87f076eab1d9,"(55.63068298, 12.61388713)","Højgården 6, 1. 204, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,75, 1,75,Vandskyllende toilet i enheden,3, 1,-
18, Højskole Alle 46 2770 Kastrup ,4850000.0,2022-03-20, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/55531/4F64EDE1-D3B2-4B0E-A073-AB061A168EE8,https://www.boliga.dk//bbrinfo/4f64ede1-d3b2-4b0e-a073-ab061a168ee8,"(55.61924865, 12.61807457)","Højskole Alle 46, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,106, 2,106,Vandskyllende toilet i enheden,4, 2,-
19, Højskole Alle 46 2770 Kastrup ,3025000.0,2010-07-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/55531/4F64EDE1-D3B2-4B0E-A073-AB061A168EE8,https://www.boliga.dk//bbrinfo/4f64ede1-d3b2-4b0e-a073-ab061a168ee8,"(55.61924865, 12.61807457)","Højskole Alle 46, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,106, 2,106,Vandskyllende toilet i enheden,4, 2,-
21, Præstemarksvej 13 2770 Kastrup ,4350000.0,2022-08-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/92437/2C1B80AF-0AA7-4215-9DFF-C0B821D3935C,https://www.boliga.dk//bbrinfo/2c1b80af-0aa7-4215-9dff-c0b821d3935c,"(55.6353563, 12.5936394)","Præstemarksvej 13, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,88, 1,88,Vandskyllende toilet i enheden,4, 1,-
22," Amager Landevej 53A, 1. tv 2770 Kastrup ",1850000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/99199/09F43FC8-C677-473A-A277-5BFFC68BCB04,https://www.boliga.dk//bbrinfo/09f43fc8-c677-473a-a277-5bffc68bcb04,"(55.63506999, 12.62028139)","Amager Landevej 53A, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,58, 1,58,Vandskyllende toilet i enheden,2, 1,-
25, Langeskovvej 22 2770 Kastrup ,4900000.0,2022-07-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/73203/D95A9D5E-2364-41F4-BE1A-15AE4EFCCB12,https://www.boliga.dk//bbrinfo/d95a9d5e-2364-41f4-be1a-15ae4efccb12,"(55.6276586, 12.59628735)","Langeskovvej 22, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,130, 1,130,Vandskyllende toilet i enheden,6, 2,-
26, Langeskovvej 22 2770 Kastrup ,3595000.0,2018-04-05, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/73203/D95A9D5E-2364-41F4-BE1A-15AE4EFCCB12,https://www.boliga.dk//bbrinfo/d95a9d5e-2364-41f4-be1a-15ae4efccb12,"(55.6276586, 12.59628735)","Langeskovvej 22, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,130, 1,130,Vandskyllende toilet i enheden,6, 2,-
27, Glamsbjergvej 18K 2770 Kastrup ,4500000.0,2022-06-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/156854/A1C450C2-DD21-41BB-8557-E8ACAC792333,https://www.boliga.dk//bbrinfo/a1c450c2-dd21-41bb-8557-e8acac792333,"(55.63397055, 12.59774351)","Glamsbjergvej 18K, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 2,-
28, Glamsbjergvej 18K 2770 Kastrup ,4250000.0,2019-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/156854/A1C450C2-DD21-41BB-8557-E8ACAC792333,https://www.boliga.dk//bbrinfo/a1c450c2-dd21-41bb-8557-e8acac792333,"(55.63397055, 12.59774351)","Glamsbjergvej 18K, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,113, 1,113,Vandskyllende toilet i enheden,4, 2,-
29," Højgården 4, st. 115 2770 Kastrup ",1995000.0,2022-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/140156/9616BB7C-5D4D-4E5C-9778-7EB0E3FC6EBA,https://www.boliga.dk//bbrinfo/9616bb7c-5d4d-4e5c-9778-7eb0e3fc6eba,"(55.63059062, 12.61322298)","Højgården 4, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
30," Højgården 4, st. 115 2770 Kastrup ",840500.0,2020-07-01, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/185/140156/9616BB7C-5D4D-4E5C-9778-7EB0E3FC6EBA,https://www.boliga.dk//bbrinfo/9616bb7c-5d4d-4e5c-9778-7eb0e3fc6eba,"(55.63059062, 12.61322298)","Højgården 4, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
31," Højgården 4, st. 115 2770 Kastrup ",1800000.0,2018-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/140156/9616BB7C-5D4D-4E5C-9778-7EB0E3FC6EBA,https://www.boliga.dk//bbrinfo/9616bb7c-5d4d-4e5c-9778-7eb0e3fc6eba,"(55.63059062, 12.61322298)","Højgården 4, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
32," Højgården 4, st. 115 2770 Kastrup ",900000.0,2017-05-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/140156/9616BB7C-5D4D-4E5C-9778-7EB0E3FC6EBA,https://www.boliga.dk//bbrinfo/9616bb7c-5d4d-4e5c-9778-7eb0e3fc6eba,"(55.63059062, 12.61322298)","Højgården 4, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
33," Højgården 4, st. 115 2770 Kastrup ",950000.0,2015-01-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/140156/9616BB7C-5D4D-4E5C-9778-7EB0E3FC6EBA,https://www.boliga.dk//bbrinfo/9616bb7c-5d4d-4e5c-9778-7eb0e3fc6eba,"(55.63059062, 12.61322298)","Højgården 4, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,53, 1,53,Vandskyllende toilet i enheden,2, 1,-
36, Viberupstræde 10 2770 Kastrup ,26050.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/CBA9CBF3-7CD1-4463-8600-35ED9913718B,https://www.boliga.dk//bbrinfo/cba9cbf3-7cd1-4463-8600-35ed9913718b,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,217, 0,0,-,0, 0,-
37, Viberupstræde 10 2770 Kastrup ,0.0,2021-12-06, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/966/CBA9CBF3-7CD1-4463-8600-35ED9913718B,https://www.boliga.dk//bbrinfo/cba9cbf3-7cd1-4463-8600-35ed9913718b,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,217, 0,0,-,0, 0,-
38, Viberupstræde 10 2770 Kastrup ,343427.0,2021-10-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/CBA9CBF3-7CD1-4463-8600-35ED9913718B,https://www.boliga.dk//bbrinfo/cba9cbf3-7cd1-4463-8600-35ed9913718b,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,217, 0,0,-,0, 0,-
39, Viberupstræde 10 2770 Kastrup ,372431.0,2021-07-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/966/CBA9CBF3-7CD1-4463-8600-35ED9913718B,https://www.boliga.dk//bbrinfo/cba9cbf3-7cd1-4463-8600-35ed9913718b,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,217, 0,0,-,0, 0,-
40, Viberupstræde 10 2770 Kastrup ,329520.0,2021-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/CBA9CBF3-7CD1-4463-8600-35ED9913718B,https://www.boliga.dk//bbrinfo/cba9cbf3-7cd1-4463-8600-35ed9913718b,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,217, 0,0,-,0, 0,-
41, Viberupstræde 10 2770 Kastrup ,398755.0,2021-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/CBA9CBF3-7CD1-4463-8600-35ED9913718B,https://www.boliga.dk//bbrinfo/cba9cbf3-7cd1-4463-8600-35ed9913718b,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,217, 0,0,-,0, 0,-
42, Viberupstræde 10 2770 Kastrup ,26050.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/DFC0AD96-487B-4D03-A94D-7B9D8F96F8AD,https://www.boliga.dk//bbrinfo/dfc0ad96-487b-4d03-a94d-7b9d8f96f8ad,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,80, 0,0,-,0, 0,-
43, Viberupstræde 10 2770 Kastrup ,0.0,2021-12-06, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/966/DFC0AD96-487B-4D03-A94D-7B9D8F96F8AD,https://www.boliga.dk//bbrinfo/dfc0ad96-487b-4d03-a94d-7b9d8f96f8ad,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,80, 0,0,-,0, 0,-
44, Viberupstræde 10 2770 Kastrup ,343427.0,2021-10-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/DFC0AD96-487B-4D03-A94D-7B9D8F96F8AD,https://www.boliga.dk//bbrinfo/dfc0ad96-487b-4d03-a94d-7b9d8f96f8ad,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,80, 0,0,-,0, 0,-
45, Viberupstræde 10 2770 Kastrup ,372431.0,2021-07-02, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/966/DFC0AD96-487B-4D03-A94D-7B9D8F96F8AD,https://www.boliga.dk//bbrinfo/dfc0ad96-487b-4d03-a94d-7b9d8f96f8ad,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,80, 0,0,-,0, 0,-
46, Viberupstræde 10 2770 Kastrup ,329520.0,2021-07-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/DFC0AD96-487B-4D03-A94D-7B9D8F96F8AD,https://www.boliga.dk//bbrinfo/dfc0ad96-487b-4d03-a94d-7b9d8f96f8ad,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,80, 0,0,-,0, 0,-
47, Viberupstræde 10 2770 Kastrup ,398755.0,2021-03-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/966/DFC0AD96-487B-4D03-A94D-7B9D8F96F8AD,https://www.boliga.dk//bbrinfo/dfc0ad96-487b-4d03-a94d-7b9d8f96f8ad,"(55.59999021, 12.58960901)","Viberupstræde 10, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,80, 0,0,-,0, 0,-
48, Viskumvej 26 2770 Kastrup ,4900000.0,2022-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/27104/DDD7477F-7E5B-488E-A523-D581E7C73FD7,https://www.boliga.dk//bbrinfo/ddd7477f-7e5b-488e-a523-d581e7c73fd7,"(55.60701161, 12.57740736)","Viskumvej 26, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,Fritliggende enfamiliehus,Badeværelse i enheden,97, 1,97,Vandskyllende toilet i enheden,3, 1,-
49," Kastruplundgade 54, 2. tv 2770 Kastrup ",2553400.0,2022-03-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/121860/C7BF5C7E-8229-46D5-AED8-D837FA7311C9,https://www.boliga.dk//bbrinfo/c7bf5c7e-8229-46d5-aed8-d837fa7311c9,"(55.63392548, 12.64346053)","Kastruplundgade 54, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,60, 1,60,Vandskyllende toilet i enheden,3, 1,-
50," Kastruplundgade 54, 2. tv 2770 Kastrup ",1595000.0,2015-09-02, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/121860/C7BF5C7E-8229-46D5-AED8-D837FA7311C9,https://www.boliga.dk//bbrinfo/c7bf5c7e-8229-46d5-aed8-d837fa7311c9,"(55.63392548, 12.64346053)","Kastruplundgade 54, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,60, 1,60,Vandskyllende toilet i enheden,3, 1,-
51," Kastruplundgade 54, 2. tv 2770 Kastrup ",995000.0,2010-02-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/121860/C7BF5C7E-8229-46D5-AED8-D837FA7311C9,https://www.boliga.dk//bbrinfo/c7bf5c7e-8229-46d5-aed8-d837fa7311c9,"(55.63392548, 12.64346053)","Kastruplundgade 54, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,60, 1,60,Vandskyllende toilet i enheden,3, 1,-
52," Søvang Alle 11, 2. th 2770 Kastrup ",1999000.0,2022-03-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/23826/C501CB7A-3BDF-41DD-954A-5C12ED883F3A,https://www.boliga.dk//bbrinfo/c501cb7a-3bdf-41dd-954a-5c12ed883f3a,"(55.63735191, 12.64645649)","Søvang Alle 11, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,55, 1,55,Vandskyllende toilet i enheden,2, 1,-
59, Hf. Sano 68A 2770 Kastrup ,1150000.0,2022-03-08, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/109984/50A70CAE-3A9B-498E-820D-735394953BBD,https://www.boliga.dk//bbrinfo/50a70cae-3a9b-498e-820d-735394953bbd,"(55.64380609, 12.63691474)","Hf. Sano 68A, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,111, 0,0,-,0, 0,-
60, Hf. Sano 68A 2770 Kastrup ,732379.0,2022-08-01, Handelstype Salg i øvrigt,https://www.boliga.dk//salg/info/185/109984/50A70CAE-3A9B-498E-820D-735394953BBD,https://www.boliga.dk//bbrinfo/50a70cae-3a9b-498e-820d-735394953bbd,"(55.64380609, 12.63691474)","Hf. Sano 68A, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,111, 0,0,-,0, 0,-
61, Hf. Sano 68A 2770 Kastrup ,2800000.0,2021-04-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/109984/50A70CAE-3A9B-498E-820D-735394953BBD,https://www.boliga.dk//bbrinfo/50a70cae-3a9b-498e-820d-735394953bbd,"(55.64380609, 12.63691474)","Hf. Sano 68A, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,111, 0,0,-,0, 0,-
62, Hf. Sano 68A 2770 Kastrup ,0.0,2010-09-01, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/109984/50A70CAE-3A9B-498E-820D-735394953BBD,https://www.boliga.dk//bbrinfo/50a70cae-3a9b-498e-820d-735394953bbd,"(55.64380609, 12.63691474)","Hf. Sano 68A, 2770 Kastrup",Sommer-/fritidsbolig,-,Anden enhed til fritidsformål,-,111, 0,0,-,0, 0,-
63, Fortgård Alle 6 2770 Kastrup ,3198000.0,2022-03-08, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/27139/805504CC-A8CD-4831-A288-5775DD90D729,https://www.boliga.dk//bbrinfo/805504cc-a8cd-4831-a288-5775dd90d729,"(55.6437823, 12.62645658)","Fortgård Alle 6, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Række-, kæde- og klyngehus",Badeværelse i enheden,77, 1,77,Vandskyllende toilet i enheden,2, 1,-
64," Helmer Søgårds Alle 15, 2. th 2770 Kastrup ",950000.0,2022-03-06, Handelstype Familieoverdragelse,https://www.boliga.dk//salg/info/185/122638/C65BD747-7E31-4614-BAF9-A64EFA8266A4,https://www.boliga.dk//bbrinfo/c65bd747-7e31-4614-baf9-a64efa8266a4,"(55.632993, 12.64296776)","Helmer Søgårds Alle 15, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,60, 1,60,Vandskyllende toilet i enheden,3, 1,-
65," Helmer Søgårds Alle 15, 2. th 2770 Kastrup ",1300000.0,2013-12-09, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/122638/C65BD747-7E31-4614-BAF9-A64EFA8266A4,https://www.boliga.dk//bbrinfo/c65bd747-7e31-4614-baf9-a64efa8266a4,"(55.632993, 12.64296776)","Helmer Søgårds Alle 15, 1. th, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,60, 1,60,Vandskyllende toilet i enheden,3, 1,-
69," Kongelundsvej 305, 1 2770 Kastrup ",3895000.0,2022-03-06, Handelstype Alm. frit salg,https://www.boliga.dk//salg/info/185/155617/415E4425-2D7C-421D-BFA0-21759C25574D,https://www.boliga.dk//bbrinfo/415e4425-2d7c-421d-bfa0-21759c25574d,"(55.61546298, 12.5856964)","Kongelundsvej 305, 2770 Kastrup",Egentlig beboelseslejlighed,Eget køkken med afløb,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",Badeværelse i enheden,102, 1,102,Vandskyllende toilet i enheden,5, 1,-
